id,TARGET_NAME,TARGET_CLASS,SWISSPROT,ACTION_TYPE
Q15661,Tryptase alpha/beta-1,Enzyme,TRYB1_HUMAN,INHIBITOR
O07855,Dehydrosqualene desaturase,Enzyme,CRTN_STAAE,
P33534,Kappa-type opioid receptor,GPCR,OPRK_MOUSE,AGONIST
P42866,Mu-type opioid receptor,GPCR,OPRM_MOUSE,ANTAGONIST
P33534,Kappa-type opioid receptor,GPCR,OPRK_MOUSE,ANTAGONIST
Q8NER1,Transient receptor potential cation channel subfamily V member 1,Ion channel,TRPV1_HUMAN,
P0A7S3,30S ribosomal protein S12,Cytosolic other,RS12_ECOLI,
P08312,Phenylalanine--tRNA ligase alpha subunit,Enzyme,SYFA_ECOLI,
P07395,Phenylalanine--tRNA ligase beta subunit,Enzyme,SYFB_ECOLI,
O95237,Lecithin retinol acyltransferase,Enzyme,LRAT_HUMAN,
P48442,Extracellular calcium-sensing receptor,GPCR,CASR_RAT,AGONIST
P16066,Atrial natriuretic peptide receptor 1,Enzyme,ANPRA_HUMAN,AGONIST
P40261,Nicotinamide N-methyltransferase,Enzyme,NNMT_HUMAN,
Q15274,Nicotinate-nucleotide pyrophosphorylase [carboxylating],Enzyme,NADC_HUMAN,
Q96EB6,NAD-dependent protein deacetylase sirtuin-1,Enzyme,SIR1_HUMAN,
Q8IXJ6,NAD-dependent protein deacetylase sirtuin-2,Enzyme,SIR2_HUMAN,
P53686,NAD-dependent deacetylase HST2,Enzyme,HST2_YEAST,
Q9NTG7,NAD-dependent deacetylase sirtuin 3,Enzyme,SIR3_HUMAN,
Q8I6E4,Putative silent information regulator 2,Unclassified,Q8I6E4_LEIIN,
Q6SZW1,Sterile alpha and TIR motif-containing protein 1,Unclassified,SARM1_HUMAN,
O54698,Equilibrative nucleoside transporter 1,Transporter,S29A1_RAT,
P15385,Potassium voltage-gated channel subfamily A member 4,Ion channel,KCNA4_RAT,BLOCKER
P11509,Cytochrome P450 2A6,Enzyme,CP2A6_HUMAN,
P49582,Neuronal acetylcholine receptor subunit alpha-7,Ion channel,ACHA7_MOUSE,
P43144,Neuronal acetylcholine receptor subunit alpha-9,Ion channel,ACHA9_RAT,
P12392,Neuronal acetylcholine receptor subunit beta-4,Ion channel,ACHB4_RAT,
P04757,Neuronal acetylcholine receptor subunit alpha-3,Ion channel,ACHA3_RAT,
P12389,Neuronal acetylcholine receptor subunit alpha-2,Ion channel,ACHA2_RAT,
P21687,Lycopene cyclase,Enzyme,CRTY_PANAN,
P25162,Acetylcholine receptor subunit beta-like 2,Ion channel,ACH4_DROME,
P09482,Neuronal acetylcholine receptor subunit alpha-4,Ion channel,ACHA4_CHICK,
O70174,Neuronal acetylcholine receptor subunit alpha-4,Ion channel,ACHA4_MOUSE,
P04757|P09483|P12389|P12390|P12391|P12392|P20420|P25108|P25109|P43143|P43144|Q05941|Q9JLB5,Neuronal acetylcholine receptor,Ion channel,ACHA3_RAT|ACHA4_RAT|ACHA2_RAT|ACHB2_RAT|ACHB3_RAT|ACHB4_RAT|ACHA5_RAT|ACHA_RAT|ACHB_RAT|ACHA6_RAT|ACHA9_RAT|ACHA7_RAT|ACH10_RAT,
P17787|P43681,Neuronal acetylcholine receptor; alpha4/beta2,Ion channel,ACHB2_HUMAN|ACHA4_HUMAN,AGONIST
P02708|P07510|P11230|Q07001,Acetylcholine receptor; alpha1/beta1/delta/gamma,Ion channel,ACHA_HUMAN|ACHG_HUMAN|ACHB_HUMAN|ACHD_HUMAN,
P12389|P12392,Neuronal acetylcholine receptor; alpha2/beta4,Ion channel,ACHA2_RAT|ACHB4_RAT,
P02708,Acetylcholine receptor subunit alpha,Ion channel,ACHA_HUMAN,
Q8BLA8,Transient receptor potential cation channel subfamily A member 1,Ion channel,TRPA1_MOUSE,
Q62897,Potassium voltage-gated channel subfamily D member 3,Ion channel,KCND3_RAT,BLOCKER
Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S,Ion channel,CAC1S_HUMAN,INHIBITOR
P48167,Glycine receptor subunit beta,Ion channel,GLRB_HUMAN,ANTAGONIST
P16389,Potassium voltage-gated channel subfamily A member 2,Ion channel,KCNA2_HUMAN,
O75311,Glycine receptor subunit alpha-3,Ion channel,GLRA3_HUMAN,ANTAGONIST
O35505,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,CAC1C_CAVPO,
P16388,Potassium voltage-gated channel subfamily A member 1,Ion channel,KCNA1_MOUSE,BLOCKER
P63142,Potassium voltage-gated channel subfamily A member 2,Ion channel,KCNA2_RAT,BLOCKER
P51800,Chloride channel protein ClC-Ka,Ion channel,CLCKA_HUMAN,ACTIVATOR
P51801,Chloride channel protein ClC-Kb,Ion channel,CLCKB_HUMAN,ACTIVATOR
P29317,Ephrin type-A receptor 2,Kinase,EPHA2_HUMAN,
P06213,Insulin receptor,Kinase,INSR_HUMAN,
Q16620,BDNF/NT-3 growth factors receptor,Kinase,NTRK2_HUMAN,
Q16288,NT-3 growth factor receptor,Kinase,NTRK3_HUMAN,
Q7L7X3,Serine/threonine-protein kinase TAO1,Kinase,TAOK1_HUMAN,
Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D,Ion channel,CAC1D_HUMAN,
Q2A865,Sodium-dependent neutral amino acid transporter B(0)AT1,Transporter,S6A19_RAT,INHIBITOR
L8I2E6,Dipeptidyl peptidase 3,Enzyme,L8I2E6_9CETA,
Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S,Ion channel,CAC1S_HUMAN,GATING INHIBITOR
P27732,Voltage-dependent L-type calcium channel subunit alpha-1D,Ion channel,CAC1D_RAT,GATING INHIBITOR
Q99246,Voltage-dependent L-type calcium channel subunit alpha-1D,Ion channel,CAC1D_MOUSE,GATING INHIBITOR
Q968X7,Pyruvate dehydrogenase [NADP(+)],Enzyme,PNO_CRYPV,INHIBITOR
Q24982,Pyruvate:ferredoxin oxidoreductase,Enzyme,Q24982_GIAIN,INHIBITOR
Q0P8E1,Pyruvate-flavodoxin oxidoreductase,Enzyme,Q0P8E1_CAMJE,
P32754,4-hydroxyphenylpyruvate dioxygenase,Enzyme,HPPD_HUMAN,INHIBITOR
Q02110,4-hydroxyphenylpyruvate dioxygenase,Enzyme,HPPD_PIG,
P32755,4-hydroxyphenylpyruvate dioxygenase,Unclassified,HPPD_RAT,
P21556,Platelet-activating factor receptor,GPCR,PTAFR_CAVPO,
P83512,Snake venom metalloproteinase Bap1,Enzyme,VM1B1_BOTAS,
P07858,Cathepsin B,Enzyme,CATB_HUMAN,
P68871|P69905,Hemoglobin HbA,Enzyme,HBB_HUMAN|HBA_HUMAN,
P18841,Alpha-1B adrenergic receptor,GPCR,ADA1B_MESAU,
P15823|P19328|P22086|P22909|P23944|P43140,Adrenergic receptor alpha,GPCR,ADA1B_RAT|ADA2B_RAT|ADA2C_RAT|ADA2A_RAT|ADA1D_RAT|ADA1A_RAT,
Q01337,Alpha-2C adrenergic receptor,GPCR,ADA2C_MOUSE,
Q01338,Alpha-2A adrenergic receptor,GPCR,ADA2A_MOUSE,
P0AFI2,DNA topoisomerase 4 subunit A,Enzyme,PARC_ECOLI,INHIBITOR
P48169,Gamma-aminobutyric acid receptor subunit alpha-4,Ion channel,GBRA4_HUMAN,
Q16445,Gamma-aminobutyric acid receptor subunit alpha-6,Ion channel,GBRA6_HUMAN,
P78508,ATP-sensitive inward rectifier potassium channel 10,Ion channel,KCJ10_HUMAN,BLOCKER
P0AES6,DNA gyrase subunit B,Enzyme,GYRB_ECOLI,
P0A4L9,DNA gyrase subunit B,Enzyme,GYRB_STRPN,
Q7X1P7,ParE,Enzyme,Q7X1P7_STREE,
C3SLN2,DNA gyrase subunit B,Enzyme,C3SLN2_ECOLX,
Q5HK03|Q5HK04,DNA gyrase,Enzyme,GYRB_STAEQ|GYRA_STAEQ,INHIBITOR
P0C559,DNA gyrase subunit B,Enzyme,GYRB_MYCSM,
P0A0K8,DNA gyrase subunit B,Enzyme,GYRB_STAAU,
A0QNE0,DNULL gyrase subunit B,Enzyme,GYRB_MYCS2,
C3SLN3,DNULL gyrase subunit B,Enzyme,C3SLN3_ECOLX,
P30875,Somatostatin receptor type 2,GPCR,SSR2_MOUSE,
P30935,Somatostatin receptor type 3,GPCR,SSR3_MOUSE,
P31391,Somatostatin receptor type 4,GPCR,SSR4_HUMAN,AGONIST
P30938,Somatostatin receptor type 5,GPCR,SSR5_RAT,
P30872,Somatostatin receptor type 1,GPCR,SSR1_HUMAN,AGONIST
O08858,Somatostatin receptor type 5,GPCR,SSR5_MOUSE,AGONIST
P03362,Gag-Pro-Pol polyprotein,Polyprotein,POL_HTL1A,
P23219|P35354,Cyclooxygenase,Enzyme,PGH1_HUMAN|PGH2_HUMAN,INHIBITOR
P08473,Neprilysin,Enzyme,NEP_HUMAN,
P18434|P19156,Potassium-transporting ATPase,Enzyme,ATP4B_PIG|ATP4A_PIG,
P18597|P27112,Potassium-transporting ATPase,Enzyme,ATP4B_RABIT|ATP4A_RABIT,
P30553,Gastrin/cholecystokinin type B receptor,GPCR,GASR_RAT,
P35563,5-hydroxytryptamine receptor 3A,Ion channel,5HT3A_RAT,
P28565,5-hydroxytryptamine receptor 1D,GPCR,5HT1D_RAT,
Q9Y4D2,Sn1-specific diacylglycerol lipase alpha,Enzyme,DGLA_HUMAN,
Q8NCG7,Sn1-specific diacylglycerol lipase beta,Enzyme,DGLB_HUMAN,
O95870,Abhydrolase domain-containing protein 16A,Enzyme,ABHGA_HUMAN,
Q8N2K0,Monoacylglycerol lipase ABHD12,Enzyme,ABD12_HUMAN,
Q13093,Platelet-activating factor acetylhydrolase,Enzyme,PAFA_HUMAN,
P00591,Pancreatic triacylglycerol lipase,Enzyme,LIPP_PIG,
Q9BV23,Monoacylglycerol lipase ABHD6,Enzyme,ABHD6_HUMAN,
Q6WQJ1,Sn1-specific diacylglycerol lipase alpha,Enzyme,DGLA_MOUSE,
P11150,Hepatic triacylglycerol lipase,Enzyme,LIPC_HUMAN,
Q9Y5X9,Endothelial lipase,Enzyme,LIPE_HUMAN,
P16233,Pancreatic triacylglycerol lipase,Enzyme,LIPP_HUMAN,INHIBITOR
P07098,Gastric triacylglycerol lipase,Enzyme,LIPG_HUMAN,INHIBITOR
P06818,Neuraminidase,Enzyme,NRAM_I79A0,
P16207,Neuraminidase,Enzyme,NRAM_INBVI,
P03468,Neuraminidase,Enzyme,NRAM_I34A1,INHIBITOR
P03474,Neuraminidase,Enzyme,NRAM_INBLE,INHIBITOR
B4URF0,Neuraminidase,Enzyme,B4URF0_9INFA,
P10481,Sialidase,Enzyme,NANH_CLOPF,
Q75VQ4,Neuraminidase,Enzyme,NRAM_I68A0,
Q6Q793,Neuraminidase,Enzyme,Q6Q793_9INFA,
A5Z252,Neuraminidase,Enzyme,A5Z252_9INFA,
Q2LFS1,Neuraminidase,Enzyme,Q2LFS1_9INFA,
C4LRQ6,Neuraminidase,Enzyme,C4LRQ6_9INFA,
Q20MD3,Neuraminidase,Enzyme,Q20MD3_9INFA,
P03470,Neuraminidase,Enzyme,NRAM_I33A0,
Q194T1,Neuraminidase,Enzyme,Q194T1_9INFA,
P03469,Neuraminidase,Enzyme,NRAM_I77AB,
Q07599,Neuraminidase,Enzyme,NRAM_I63A3,
P03471,Neuraminidase,Enzyme,NRAM_I71A1,
Q6XV28,Neuraminidase,Enzyme,NRAM_I77AG,
P11172,Uridine 5'-monophosphate synthase,Enzyme,UMPS_HUMAN,INHIBITOR
P21462,fMet-Leu-Phe receptor,GPCR,FPR1_HUMAN,
P34913,Bifunctional epoxide hydrolase 2,Enzyme,HYES_HUMAN,INHIBITOR
P18871,Alpha-2A adrenergic receptor,GPCR,ADA2A_PIG,
P30545|Q01337|Q01338,Alpha-2 adrenergic receptor,GPCR,ADA2B_MOUSE|ADA2C_MOUSE|ADA2A_MOUSE,
Q16647,Prostacyclin synthase,Enzyme,PTGIS_HUMAN,
P01178,Oxytocin-neurophysin 1,Secreted,NEU1_HUMAN,
P30560,Vasopressin V1a receptor,GPCR,V1AR_RAT,AGONIST
P49430,Thromboxane-A synthase,Enzyme,THAS_RAT,
Q13509,Tubulin beta-3 chain,Structural,TBB3_HUMAN,
Q9Y2T6,G-protein coupled receptor 55,GPCR,GPR55_HUMAN,AGONIST
O95264|P46098,Serotonin 3 receptor (5HT3),Ion channel,5HT3B_HUMAN|5HT3A_HUMAN,
Q07010,Hypoxanthine-guanine phosphoribosyltransferase,Enzyme,HPRT_TRYBB,
Q81VW8,Dihydropteroate synthase,Enzyme,Q81VW8_BACAN,
P9WNC6,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,Kinase,HPPK_MYCTO,
Q9Y233,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",Enzyme,PDE10_HUMAN,
Q9QYJ6,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",Enzyme,PDE10_RAT,
P54750|Q01064|Q14123,Phosphodiesterase 1,Enzyme,PDE1A_HUMAN|PDE1B_HUMAN|PDE1C_HUMAN,
P14100|Q01061,Phosphodiesterase 1,Enzyme,PDE1A_BOVIN|PDE1B_BOVIN,
Q01066|Q63421|Q9EPR9,Phosphodiesterase 1,Enzyme,PDE1B_RAT|PDE1C_RAT|Q9EPR9_RAT,
Q99571,P2X purinoceptor 4,Ion channel,P2RX4_HUMAN,
P51577,P2X purinoceptor 4,Unclassified,P2RX4_RAT,
P21146,Beta-adrenergic receptor kinase 1,Kinase,ARBK1_BOVIN,
P0A884,Thymidylate synthase,Enzyme,TYSY_ECOLI,
P45352,Thymidylate synthase,Enzyme,TYSY_RAT,
E2QDN0,Thymidylate synthase (EC 2.1.1.45) (TS) (TSase),Enzyme,E2QDN0_ECOLX,
Q64737,Trifunctional purine biosynthetic protein adenosine-3,Enzyme,PUR2_MOUSE,INHIBITOR
P22102,Trifunctional purine biosynthetic protein adenosine-3,Enzyme,PUR2_HUMAN,INHIBITOR
P02763,Alpha-1-acid glycoprotein 1,Secreted,A1AG1_HUMAN,
P32239,Gastrin/cholecystokinin type B receptor,GPCR,GASR_HUMAN,
P07477,Trypsin-1,Enzyme,TRY1_HUMAN,
P04271,Protein S100-B,Cytosolic other,S100B_HUMAN,
P19801,Amiloride-sensitive amine oxidase [copper-containing],Enzyme,AOC1_HUMAN,
Q05586|Q12879,Glutamate NMDA receptor; GRIN1/GRIN2A,Ion channel,NMDZ1_HUMAN|NMDE1_HUMAN,
P21673,Spermidine/spermine N(1)-acetyltransferase 1,Enzyme,SAT1_HUMAN,
O75365,Protein-tyrosine phosphatase 4A3,Enzyme,TP4A3_HUMAN,
P08001,Acrosin,Enzyme,ACRO_PIG,
P04631,Protein S100-B,Unclassified,S100B_RAT,
Q12974,Protein tyrosine phosphatase type IVA 2,Enzyme,TP4A2_HUMAN,
Q93096,Protein tyrosine phosphatase type IVA 1,Enzyme,TP4A1_HUMAN,
P28472,Gamma-aminobutyric acid receptor subunit beta-3,Ion channel,GBRB3_HUMAN,POSITIVE ALLOSTERIC MODULATOR
P30926|P32297,Neuronal acetylcholine receptor; alpha3/beta4,Ion channel,ACHB4_HUMAN|ACHA3_HUMAN,ANTAGONIST
P00813,Adenosine deaminase,Enzyme,ADA_HUMAN,INHIBITOR
P56658,Adenosine deaminase,Enzyme,ADA_BOVIN,
P23786,"Carnitine O-palmitoyltransferase 2, mitochondrial",Enzyme,CPT2_HUMAN,
P32198,Carnitine palmitoyltransferase 1A,Enzyme,CPT1A_RAT,
P10632,Cytochrome P450 2C8,Enzyme,CP2C8_HUMAN,INHIBITOR
Q16853,Membrane primary amine oxidase,Enzyme,AOC3_HUMAN,
Q834R3,Thymidylate synthase,Enzyme,TYSY_ENTFA,
Q6TEK4,Vitamin K epoxide reductase complex subunit 1,Unclassified,VKOR1_RAT,
P19111,Intestinal alkaline phosphatase,Enzyme,PPBI_BOVIN,
Q6DWJ6,Probable G-protein coupled receptor 139,GPCR,GP139_HUMAN,AGONIST
P98170,E3 ubiquitin-protein ligase XIAP,Unclassified,XIAP_HUMAN,
P36196,Acetylcholinesterase,Enzyme,ACES_CHICK,
P23415,Glycine receptor subunit alpha-1,Ion channel,GLRA1_HUMAN,BLOCKER
P23416,Glycine receptor subunit alpha-2,Ion channel,GLRA2_HUMAN,BLOCKER
P48167,Glycine receptor subunit beta,Ion channel,GLRB_HUMAN,BLOCKER
O75311,Glycine receptor subunit alpha-3,Ion channel,GLRA3_HUMAN,
P16395,Muscarinic acetylcholine receptor DM1,GPCR,ACM1_DROME,
P08912,Muscarinic acetylcholine receptor M5,GPCR,ACM5_HUMAN,AGONIST
P60568,Interleukin-2,Cytokine,IL2_HUMAN,
P48454,Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform,Enzyme,PP2BC_HUMAN,
Q62658,Peptidyl-prolyl cis-trans isomerase FKBP1A,Enzyme,FKB1A_RAT,INHIBITOR
O94782,Ubiquitin carboxyl-terminal hydrolase 1,Enzyme,UBP1_HUMAN,
Q9EQ60,Voltage-dependent T-type calcium channel subunit alpha-1H,Ion channel,CAC1H_RAT,BLOCKER
O60706,ATP-binding cassette sub-family C member 9,Ion channel,ABCC9_HUMAN,
P08588,Beta-1 adrenergic receptor,GPCR,ADRB1_HUMAN,PARTIAL AGONIST
P07550,Beta-2 adrenergic receptor,GPCR,ADRB2_HUMAN,PARTIAL AGONIST
P37238,Peroxisome proliferator-activated receptor gamma,Transcription factor,PPARG_MOUSE,
O88275,Peroxisome proliferator-activated receptor gamma,Transcription factor,PPARG_RAT,
B0K020,CDGSH iron-sulfur domain-containing protein 1,Unclassified,CISD1_RAT,
P23204,Peroxisome proliferator-activated receptor alpha,Nuclear hormone receptor,PPARA_MOUSE,
Q8N5K1,CDGSH iron-sulfur domain-containing protein 2,Unclassified,CISD2_HUMAN,
O18276,Gamma-aminobutyric acid receptor subunit beta,Ion channel,GBRB_CAEEL,
P28347,Transcriptional enhancer factor TEF-1,Transcription factor,TEAD1_HUMAN,
Q15562,Transcriptional enhancer factor TEF-4,Transcription factor,TEAD2_HUMAN,
Q99594,Transcriptional enhancer factor TEF-5,Transcription factor,TEAD3_HUMAN,
P22303,Acetylcholinesterase,Enzyme,ACES_HUMAN,ACTIVATOR
O08725,Growth hormone secretagogue receptor type 1,GPCR,GHSR_RAT,AGONIST
Q92847,Growth hormone secretagogue receptor type 1,GPCR,GHSR_HUMAN,AGONIST
P30988|O60895,Amylin receptor AMY2,GPCR,CALCR_HUMAN|RAMP2_HUMAN,AGONIST
P30988|O60894,Amylin receptor AMY1,GPCR,CALCR_HUMAN|RAMP1_HUMAN,AGONIST
P30988|O60896,Amylin receptor AMY3,GPCR,CALCR_HUMAN|RAMP3_HUMAN,AGONIST
Q9NS75,Cysteinyl leukotriene receptor 2,GPCR,CLTR2_HUMAN,ANTAGONIST
Q96RI1,Bile acid receptor,Nuclear other,NR1H4_HUMAN,
P08515,Glutathione S-transferase class-mu 26 kDa isozyme,Enzyme,GST26_SCHJA,
Q95US7,High voltage-activated calcium channel beta subunit CavB1,Ion channel,Q95US7_SCHMA,BLOCKER
Q962H3,High voltage-activated calcium channel beta subunit CavB2,Ion channel,Q962H3_SCHMA,BLOCKER
P05231,Interleukin-6,Cytokine,IL6_HUMAN,
Q8TDU6,G-protein coupled bile acid receptor 1,GPCR,GPBAR_HUMAN,
P15104,Glutamine synthetase,Enzyme,GLNA_HUMAN,
P78536,Disintegrin and metalloproteinase domain-containing protein 17,Unclassified,ADA17_HUMAN,
P35869,Aryl hydrocarbon receptor,Transcription factor,AHR_HUMAN,
Q9WKE8,Reverse transcriptase,Unclassified,Q9WKE8_9HIV1,
Q4U2R8,Solute carrier family 22 member 6,Transporter,S22A6_HUMAN,INHIBITOR
Q9WUD2,Transient receptor potential cation channel subfamily V member 2,Ion channel,TRPV2_RAT,ACTIVATOR
O95477,ATP-binding cassette sub-family A member 1,Transporter,ABCA1_HUMAN,INHIBITOR
P35610,Sterol O-acyltransferase 1,Enzyme,SOAT1_HUMAN,
P25102,Histamine H2 receptor,GPCR,HRH2_RAT,
P32239,Gastrin/cholecystokinin type B receptor,GPCR,GASR_HUMAN,ANTAGONIST
Q0IJY2,Bifunctional dihydrofolate reductase-thymidylate synthase,Enzyme,Q0IJY2_PLAMA,
O02604,Bifunctional dihydrofolate reductase-thymidylate synthase,Enzyme,DRTS_PLAVI,
O60706|Q14654,"Sulfonylurea receptor 2, Kir6.2",Ion channel,ABCC9_HUMAN|KCJ11_HUMAN,
P49895,Type I iodothyronine deiodinase,Enzyme,IOD1_HUMAN,INHIBITOR
P34981,Thyrotropin-releasing hormone receptor,GPCR,TRFR_HUMAN,AGONIST
Q01717,Thyrotropin-releasing hormone receptor,GPCR,TRFR_RAT,
Q9R297,Protein Trhr2; Thyrotropin releasing hormone receptor 2; Thyrotropin-releasing hormone receptor 2,GPCR,Q9R297_RAT,
P21761,Thyrotropin-releasing hormone receptor,GPCR,TRFR_MOUSE,
Q9ERT1,Thyrotropin-releasing hormone receptor 2,GPCR,Q9ERT1_MOUSE,
P9WPB6,Cyclopropane mycolic acid synthase 1,Enzyme,CMAS1_MYCTO,
Q50575,Amidase; Nicotinamidase; Nicotinamidase/pyrazinamidase; Pyrazinamidase; Pyrazinamidase/nicotinamidase; Pyrazinamidase/nicotinamidase PncA,Enzyme,Q50575_MYCTX,
P95029,3-oxoacyl-ACP synthase; Fatty acid synthase Fas; Probable fatty acid synthase Fas (Fatty acid synthetase),Enzyme,P95029_MYCTU,INHIBITOR
P22906,Dihydrofolate reductase,Enzyme,DYR_CANAX,
Q27793,Bifunctional dihydrofolate reductase-thymidylate synthase,Enzyme,DRTS_TRYCR,
Q96FL8,Multidrug and toxin extrusion protein 1,Transporter,S47A1_HUMAN,INHIBITOR
Q27783,Bifunctional dihydrofolate reductase-thymidylate synthase,Enzyme,DRTS_TRYBB,
O08966,Solute carrier family 22 member 1,Transporter,S22A1_MOUSE,
Q8K0H1,Multidrug and toxin extrusion protein 1,Unclassified,S47A1_MOUSE,
P06865,Beta-hexosaminidase subunit alpha,Enzyme,HEXA_HUMAN,
P07686,Beta-hexosaminidase subunit beta,Enzyme,HEXB_HUMAN,
Q3V050,Multidrug and toxin extrusion protein 2,Unclassified,S47A2_MOUSE,INHIBITOR
Q8I1R6,Bifunctional dihydrofolate reductase-thymidylate synthase,Enzyme,Q8I1R6_PLAF7,
F1KRD8,Fumarate reductase,Unclassified,F1KRD8_ASCSU,
O43426,Synaptojanin-1,Enzyme,SYNJ1_HUMAN,
P14867|P18505|P18507,GABA A receptor alpha-1/beta-1/gamma-2,Ion channel,GBRA1_HUMAN|GBRB1_HUMAN|GBRG2_HUMAN,POSITIVE ALLOSTERIC MODULATOR
P18505|P18507|P34903,GABA A receptor alpha-3/beta-1/gamma-2,Ion channel,GBRB1_HUMAN|GBRG2_HUMAN|GBRA3_HUMAN,POSITIVE ALLOSTERIC MODULATOR
P18505|P18507|P47869,GABA A receptor alpha-2/beta-1/gamma-2,Ion channel,GBRB1_HUMAN|GBRG2_HUMAN|GBRA2_HUMAN,POSITIVE ALLOSTERIC MODULATOR
P0A7Z4|P0A800|P0A8T7|P0A8V2,Bacterial DNA-directed RNA polymerase,Enzyme,RPOA_ECOLI|RPOZ_ECOLI|RPOC_ECOLI|RPOB_ECOLI,
P00592,Phospholipase A2 group 1B,Enzyme,PA21B_PIG,
P04055,Phospholipase A2 group 1B,Enzyme,PA21B_RAT,
Q9Z258,Potassium channel subfamily T member 1,Ion channel,KCNT1_RAT,BLOCKER
P10635,Cytochrome P450 2D6,Enzyme,CP2D6_HUMAN,INHIBITOR
Q13393,Phospholipase D1,Enzyme,PLD1_HUMAN,
O14939,Phospholipase D2,Enzyme,PLD2_HUMAN,
P03367,Gag-Pol polyprotein,Polyprotein,POL_HV1BR,INHIBITOR
Q7ZJM1,Integrase,Enzyme,Q7ZJM1_9HIV1,INHIBITOR
P32246,C-C chemokine receptor type 1,GPCR,CCR1_HUMAN,
Q76353,Integrase,Enzyme,Q76353_9HIV1,
P21731,Thromboxane A2 receptor,GPCR,TA2R_HUMAN,INVERSE AGONIST
Q6XKD3,Prostaglandin D2 receptor 2,GPCR,PD2R2_RAT,ANTAGONIST
Q9Z2J6,Prostaglandin D2 receptor 2,GPCR,PD2R2_MOUSE,ANTAGONIST
Q5YLN7,Voltage-gated sodium channel Nav1.5 cardiac isoform,Unclassified,Q5YLN7_CANLF,
P30551,Cholecystokinin receptor type A,GPCR,CCKAR_RAT,AGONIST
Q09428,ATP-binding cassette sub-family C member 8,Ion channel,ABCC8_HUMAN,
Q27963,Synaptic vesicular amine transporter,Transporter,VMAT2_BOVIN,
P02753,Retinol-binding protein 4,Secreted,RET4_HUMAN,
P02754,Beta-lactoglobulin,Unclassified,LACB_BOVIN,
P22413,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1,Enzyme,ENPP1_HUMAN,
P49902,Cytosolic purine 5'-nucleotidase,Enzyme,5NTC_HUMAN,
Q8JXU8,NS5B protein,Enzyme,Q8JXU8_9HEPC,INHIBITOR
P9WGY9,DNA-directed RNA polymerase subunit beta,Enzyme,RPOB_MYCTU,
P0A7Z4|P0A800|P0A8T7|P0A8V2,Bacterial DNA-directed RNA polymerase,Enzyme,RPOA_ECOLI|RPOZ_ECOLI|RPOC_ECOLI|RPOB_ECOLI,INHIBITOR
P9WGR1,Enoyl-[acyl-carrier-protein] reductase [NADH],Enzyme,INHA_MYCTU,
P0A8V2,DNA-directed RNA polymerase subunit beta,Enzyme,RPOB_ECOLI,INHIBITOR
P46721,Solute carrier organic anion transporter family member 1A2,Transporter,SO1A2_HUMAN,INHIBITOR
Q9UGI6,Small conductance calcium-activated potassium channel protein 3,Ion channel,KCNN3_HUMAN,ACTIVATOR
Q92952,Small conductance calcium-activated potassium channel protein 1,Ion channel,KCNN1_HUMAN,ACTIVATOR
P21430,Matrix protein 2,Ion channel,M2_I60A0,
P03433,Polymerase acidic protein,Unclassified,PA_I34A1,
Q197X6,Farnesyl diphosphate synthase,Enzyme,Q197X6_TOXGO,
Q8WS26,Farnesyl diphosphate synthase,Enzyme,Q8WS26_TRYCR,
P20815,Cytochrome P450 3A5,Enzyme,CP3A5_HUMAN,INHIBITOR
P22309,UDP-glucuronosyltransferase 1-1,Enzyme,UD11_HUMAN,INHIBITOR
P79400,5-hydroxytryptamine receptor 1D,GPCR,5HT1D_PIG,
O14842,Free fatty acid receptor 1,GPCR,FFAR1_HUMAN,AGONIST
O43924,Phosphodiesterase 6D,Enzyme,PDE6D_HUMAN,
P17708,S-adenosylmethionine decarboxylase proenzyme,Enzyme,DCAM_RAT,
C3SIU2,Met repressor,Unclassified,C3SIU2_ECOLX,
P11086,Phenylethanolamine N-methyltransferase,Enzyme,PNMT_HUMAN,
P22061,Protein-beta-aspartate methyltransferase,Enzyme,PIMT_HUMAN,
Q6RYA0,Salicylic acid-binding protein 2,Enzyme,SABP2_TOBAC,
P56560,Amine oxidase [flavin-containing] B,Enzyme,AOFB_BOVIN,
P19643|P21396,Monoamine oxidase,Enzyme,AOFB_RAT|AOFA_RAT,
P21731,Thromboxane A2 receptor,GPCR,TA2R_HUMAN,
Q02643,Growth hormone-releasing hormone receptor,GPCR,GHRHR_HUMAN,AGONIST
P28335,5-hydroxytryptamine receptor 2C,GPCR,5HT2C_HUMAN,INVERSE AGONIST
P20813,Cytochrome P450 2B6,Enzyme,CP2B6_HUMAN,INHIBITOR
P16499,"Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha",Enzyme,PDE6A_HUMAN,
Q13946,"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A",Enzyme,PDE7A_HUMAN,
